Tough beauty,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_67739711-0e81-4a9b-a835-f08648667b79,Variant,,,,,101252717392,,,10,TRUE,,,9999,,,,JS0102-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85b82615-96f2-44d0-95d7-3c3ee9e71309,Product,Small Plush Purse,,a879b4_abcfbb87ad734ce9bc3d922be2c42d1f~mv2.jpeg;a879b4_7c2c5a8256a441629dc0be2efae1d3bc~mv2.jpeg;a879b4_0ef5b7f68d16424ea0e12d02d739a163~mv2.jpg;a879b4_0ae4d0748f7b460e998d5c4d304b62a3~mv2.jpeg;a879b4_0b1c7b3b75fb4d979c621d92ad0cc755~mv2.jpeg;a879b4_c36b84b583164f95be540e2e8a026311~mv2.jpeg;a879b4_185baf2677644a40b01272dfcfb557e1~mv2.jpeg;a879b4_d1bc4ed4afa04347a347ea5b218972af~mv2.jpeg;a879b4_8f94cc7a618a42a8982fabeefd3d437c~mv2.jpeg;a879b4_c18afa3eccf649869d8b36874718cc25~mv2.jpeg,New;Purses,1600361798132,,25,,TRUE,PERCENT,0,0,0,Color,DROP_DOWN,1;2;3;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85b82615-96f2-44d0-95d7-3c3ee9e71309,Variant,,,,,102127379601,,,0,TRUE,,,9999,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85b82615-96f2-44d0-95d7-3c3ee9e71309,Variant,,,,,102127379602,,,0,TRUE,,,9999,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85b82615-96f2-44d0-95d7-3c3ee9e71309,Variant,,,,,102127379603,,,0,TRUE,,,9999,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85b82615-96f2-44d0-95d7-3c3ee9e71309,Variant,,,,,102127379604,,,0,TRUE,,,9999,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_008a1fbc-9dca-4532-9898-a8c03c57c455,Product,Novelty Milk Carton Purse,,a879b4_00d5bd8f1fbc444e9d87a071beef93b0~mv2.jpg;a879b4_3cd593e3d25342af89a5d7434b14935f~mv2.jpg;a879b4_164a0efc387e426eb93bf6421016fdc3~mv2.jpg;a879b4_4722b6e3413346af831f8df14e933100~mv2.jpg;a879b4_312d4415e7ea41fd8129650f57d905aa~mv2.jpg;a879b4_b21f71f41a1b4ddca1a3dd4be860b5ff~mv2.jpg;a879b4_8fc496d17cfa4fb083c69ca31af6fa01~mv2.jpg;a879b4_16d63ee557864025a7cb086fd84ef3df~mv2.jpg,New;Purses,1600171762068,,30,,TRUE,PERCENT,0,0,0,Color,DROP_DOWN,drink purse 1;drink purse 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_008a1fbc-9dca-4532-9898-a8c03c57c455,Variant,,,,,100785283345,,,0,TRUE,,,9999,,,,drink purse 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_008a1fbc-9dca-4532-9898-a8c03c57c455,Variant,,,,,100785283346,,,0,TRUE,,,9999,,,,drink purse 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c0c5bcc4-adfd-4f76-9d74-0c2bd64ae988,Product,Clothes Design Chain Crossbody Bag,,a879b4_54b19c78d85f487e88f8bd60fa71c122~mv2.jpg;a879b4_122e90ba63d541049ab8a0f9e5933d00~mv2.jpg;a879b4_fabe4fde2bb54401a88be227a6e688de~mv2.jpg;a879b4_1a7b6ee7c6264e0c8c20fd2e2c72997b~mv2.jpg;a879b4_543e514c221b4f3fae9b211bbcd8c69b~mv2.jpg;a879b4_f728d71d09fa4b8d87a8261560aca723~mv2.jpg;a879b4_d638af14c787433288d292416c156604~mv2.jpg;a879b4_ff7fed9c47a3430a93cc7499c3780117~mv2.jpg;a879b4_6fdf89d2a0ba4548bb8b9c6665ec0029~mv2.jpg,New;Purses,1600328012033,,25,,TRUE,PERCENT,0,0,0,Color,DROP_DOWN,White;Green;Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c0c5bcc4-adfd-4f76-9d74-0c2bd64ae988,Variant,,,,,101923009679,,,0,TRUE,,,9999,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c0c5bcc4-adfd-4f76-9d74-0c2bd64ae988,Variant,,,,,101923009680,,,0,TRUE,,,9999,,,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c0c5bcc4-adfd-4f76-9d74-0c2bd64ae988,Variant,,,,,101923009681,,,0,TRUE,,,9999,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eb6fd9ab-9d22-47b0-aea6-67ae3d783ef6,Product,Graffiti Luxury Ladies Purse Crossbody,,a879b4_1be7e78cb63f4daf8b54467949d69bcd~mv2.jpg;a879b4_cacd3c1894ae4a589570b91cb317fb2c~mv2.jpg;a879b4_e9a9ae99d71541409ec7f23634461a2c~mv2.jpg;a879b4_e1bebdf06ec94c9f95ba172de9205c8c~mv2.jpg;a879b4_4de27eb3e72f4adea56beaba569d8058~mv2.jpg;a879b4_93fda9f7f07e47a093bdef35ddabffb1~mv2.jpg;a879b4_959b506c89a24c1bb2d7f1b31ecf8dd7~mv2.jpg;a879b4_a1750e40b62d4abf9d94c23134eea1ae~mv2.jpg;a879b4_0c3bc304888049fdaa744cad92547634~mv2.jpg;a879b4_e9cde0c4a9024c148f53a743e22d4124~mv2.jpg;a879b4_04ec9ef2e4b945238b900e6ecd5e6a5e~mv2.jpg;a879b4_cf8d19f8ab3f4666bcb211325d2b3177~mv2.jpg;a879b4_8ec26ddfb94440c583ce8ef336942782~mv2.jpg;a879b4_22c6860d2bb542b19ccfaa6ec6c74dd1~mv2.jpg;a879b4_29b1de043f5d4396869397a659353d42~mv2.jpg;a879b4_8233f032116f43d9a8a6b27417719f61~mv2.jpg;a879b4_68321c57f720413cb0bdd625ff03dc25~mv2.jpg;a879b4_e3acff6be6924c17a4464f61e51dfa6b~mv2.jpg;a879b4_25b1755090054f89a04a8c8bf5f14d87~mv2.jpg;a879b4_bf5a434cb4574bdfac7957a8d6f0e0db~mv2.jpg;a879b4_0889287949234f6abaaf39dff0aa324a~mv2.jpg;a879b4_15fec1b218634748ae3857f11b355307~mv2.jpg;a879b4_9fb0b9f27743432e9808fec1aa91249c~mv2.jpg;a879b4_ffe452284d2f4af48f2aab91ba3739bb~mv2.jpg;a879b4_773bb2e92c4741ff9de3eb039c26db95~mv2.jpg;a879b4_f39bb66e7e8e42da8bdfa234c798701e~mv2.jpg;a879b4_57fa5715af824992b9a6580ad5c5bf78~mv2.jpg,New;Purses,1600330152336,,30,,TRUE,PERCENT,0,0,0,Color,DROP_DOWN,White;Red;Purple;Green;Yellow;Black;Pink;Black graffiti;Graffiti;Black graffiti-small size;Yellow-small size;Green Snake 2-small size;Pink-small size;Graffiti-small size;Green Snake-small size;Green-small size;Purple-small size;White-small size;Red-small size;Black graffiti-small size1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eb6fd9ab-9d22-47b0-aea6-67ae3d783ef6,Variant,,,,,101937866494,,,0,TRUE,,,9999,,,,Green Snake 2-small size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eb6fd9ab-9d22-47b0-aea6-67ae3d783ef6,Variant,,,,,101937866489,,,5,TRUE,,,9999,,,,Black graffiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eb6fd9ab-9d22-47b0-aea6-67ae3d783ef6,Variant,,,,,101937866501,,,0,TRUE,,,9999,,,,Red-small size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eb6fd9ab-9d22-47b0-aea6-67ae3d783ef6,Variant,,,,,101937866485,,,5,TRUE,,,9999,,,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eb6fd9ab-9d22-47b0-aea6-67ae3d783ef6,Variant,,,,,101937866488,,,5,TRUE,,,9999,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_86a4775f-14c3-4a4e-b01b-a1a76339b982,Product,Newspapers Chain Shoulder Clutch Bag,,a879b4_d3764327704948518601084a48f98e6b~mv2.jpg;a879b4_4734372b5f794091a70031da8f6afee4~mv2.jpg;a879b4_5ab8ad557bf24a77aaa24118ee077629~mv2.jpg;a879b4_849214d32bb348c8b47e012b57552baf~mv2.jpg;a879b4_9c7d905f255f449881d49eabff6f69b2~mv2.jpg;a879b4_6e5203b798854c4aa444144b8d85dbfd~mv2.jpg;a879b4_2dc69544685e478ebf3c938279c56f9e~mv2.jpg,New;Purses,1600191888204,,20,,TRUE,PERCENT,0,9999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4889f003-5892-4670-be37-83606cdfcf6c,Product,Leather Key Chain with Bear,"<p>Complete your bag, keys or wallet with this beautiful luxury inspired fashion keychain.</p>",a879b4_e02b52076e5c4b2581414a70aec81a7f~mv2.png;a879b4_36260caef6e34dadba75c09d1ebdebd1~mv2.png;a879b4_209ebe0d2e894d79b7e93bea16bb2ac4~mv2.png;a879b4_9c0295d0df1c438c8ec52c9ddda5d1b1~mv2.png;a879b4_6ed84383baae4428896e81e06370a78a~mv2.png;a879b4_efa88f3bee534169a925228a979426be~mv2.png,Designer Inspired;KeyChains;New,1600294197793,New Arrival,15,,TRUE,PERCENT,0,0,0,Color,DROP_DOWN,brown bear wrist pom;white bear wrist pom;Black bear pom;Black bear wrist;White bear pom;Brown cat pom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4889f003-5892-4670-be37-83606cdfcf6c,Variant,,,,,101709137981,,,0,TRUE,,,9999,,,,Black bear wrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4889f003-5892-4670-be37-83606cdfcf6c,Variant,,,,,101709137982,,,0,TRUE,,,9999,,,,White bear pom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4889f003-5892-4670-be37-83606cdfcf6c,Variant,,,,,101709137983,,,0,TRUE,,,9999,,,,Brown cat pom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4889f003-5892-4670-be37-83606cdfcf6c,Variant,,,,,101709137978,,,0,TRUE,,,9999,,,,brown bear wrist pom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4889f003-5892-4670-be37-83606cdfcf6c,Variant,,,,,101709137979,,,0,TRUE,,,9999,,,,white bear wrist pom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4889f003-5892-4670-be37-83606cdfcf6c,Variant,,,,,101709137980,,,0,TRUE,,,9999,,,,Black bear pom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_53675cd1-741d-48c0-9fd8-823065994333,Product,Funky AirPod Cases,,a879b4_728d32de2225447cb9aa74869c6053c0~mv2.png;a879b4_558132bb742b49039db58439f056f170~mv2.jpg;a879b4_74259cc03c924608a9fbba14619674db~mv2.jpg;a879b4_23ba3e72e98a48e39cb77c636541cf04~mv2.jpg;a879b4_baa28f9598e847e0a187f41a3bc5f729~mv2.jpg;a879b4_b66eb08a78bc47409262e2a0d6311e42~mv2.jpg;a879b4_f6abddff18924c7e8ec3a2626655ece3~mv2.jpg;a879b4_2b973a402ab542d2a966042d7d0d7ba9~mv2.jpg;a879b4_28c16e348522419cb58b476b56dd5a43~mv2.jpg;a879b4_ab57d1d2f2aa44d9be953fb2d2618cc8~mv2.jpg;a879b4_7568636b4e9c4a6fb3b5a0f2f9df1028~mv2.jpg;a879b4_7613b14e13ca459e93efceec0d7f24cf~mv2.jpg;a879b4_bffa454fd86b4cd6ae628750cc0b934d~mv2.jpg;a879b4_011c4bb58f2a426a8966887585619743~mv2.jpg;a879b4_aff1bfbb09d74b7ab1d44fdff43560dd~mv2.jpg;a879b4_9160f9fa9b934d879f8fcdaa1853a104~mv2.jpg;a879b4_6a91b1fe72254a94ab0aee371facda56~mv2.jpg;a879b4_4d56f255408a4b0595ece99cfeadf1c3~mv2.jpg,Airpods,1600205800984,,10,,TRUE,PERCENT,0,0,0,Color,DROP_DOWN,Pink backpack;Black backpack;Purple backpack;Green backpack;Red backpack;Black camera;Speaker;Black handle;White handle;Black and white handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_53675cd1-741d-48c0-9fd8-823065994333,Variant,,,,,101195907928,,,0,TRUE,,,9999,,,,Black handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_53675cd1-741d-48c0-9fd8-823065994333,Variant,,,,,101049490831,,,0,TRUE,,,9999,,,,Green backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_53675cd1-741d-48c0-9fd8-823065994333,Variant,,,,,101049490830,,,0,TRUE,,,9999,,,,Purple backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_54116b01-1b6d-48b1-89a5-786744e169d2,Product,Dog LV Inspired Key Chain,<p>LV Inspired&nbsp;Canvas Design Fashion Doggy Design Keychain&nbsp;</p><p>Accessory for your bag or keychain!&nbsp;</p>,a879b4_48a70e77850d4021bfd2db94c3365401~mv2.png;a879b4_6e3091b3c18b4bea97632623398a284b~mv2.png;a879b4_6cad23df51ab465c961c001365b49974~mv2.png;a879b4_9424d112c04c4258803d63d3aee2ab2f~mv2.png;a879b4_44e223225c5a4d619f43744e5322791a~mv2.png;a879b4_c4b3c9304bac46d48c79b0de9a08d7d2~mv2.png;a879b4_837c47f0d5da45308153e981dbf04a2e~mv2.png,Designer Inspired;KeyChains,1600173100026,,10,,TRUE,PERCENT,0,0,0,Color,DROP_DOWN,White grid;Black grid;Brown flower;Brown grid;White flower;Black flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_54116b01-1b6d-48b1-89a5-786744e169d2,Variant,,,,,100794741676,,,0,TRUE,,,9999,,,,Brown grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_54116b01-1b6d-48b1-89a5-786744e169d2,Variant,,,,,100794741675,,,0,TRUE,,,9999,,,,Brown flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b9e202c8-6a48-46ca-a549-9508fc929d58,Product,Gold Blue PlayBoy Bunny Belly Piercing,<p>entire piece is nickel free.</p>,a879b4_851520c528bc429599f319166550c9fc;a879b4_667aeab4c88d447bae52e6e7046203b4~mv2.png,Belly Piercing,,New Arrival,10,,TRUE,PERCENT,0,11,0,,,,,,,,,,,,,,,,,,,Care Instructions,"<p>Jewelry Care: Clean with antibacterial soap and warm water</p>

<p>Piercing Care: Clean with H2Ocean Aftercare Spray (sold separately) or saline solution</p>

<ul>
	<li>Note: Do not use rubbing alcohol to clean jewelry as this may cause tarnishing</li>
</ul>
",,,,,,,,,,,,,,,,,
product_bbc09d7e-7a9c-33ba-c2ae-b81f9aa5c820,Product,Blue PlayBoy Bunny Belly Piercing,<p>entire piece is nickel free.</p>,a879b4_851520c528bc429599f319166550c9fc;a879b4_667aeab4c88d447bae52e6e7046203b4~mv2.png,Belly Piercing,,New Arrival,10,,TRUE,PERCENT,0,8,0,,,,,,,,,,,,,,,,,,,Care Instructions,"<p>Jewelry Care: Clean with antibacterial soap and warm water</p>

<p>Piercing Care: Clean with H2Ocean Aftercare Spray (sold separately) or saline solution</p>

<ul>
	<li>Note: Do not use rubbing alcohol to clean jewelry as this may cause tarnishing</li>
</ul>
",,,,,,,,,,,,,,,,,
product_350d529d-d542-6c4d-0473-8ab51b8817d4,Product,Pink PlayBoy Bunny Belly Piercing,<p>entire piece is nickel free.</p>,a879b4_851520c528bc429599f319166550c9fc;a879b4_667aeab4c88d447bae52e6e7046203b4~mv2.png,Belly Piercing,,New Arrival,10,,TRUE,PERCENT,0,7,0,,,,,,,,,,,,,,,,,,,Care Instructions,"<p>Jewelry Care: Clean with antibacterial soap and warm water</p>

<p>Piercing Care: Clean with H2Ocean Aftercare Spray (sold separately) or saline solution</p>

<ul>
	<li>Note: Do not use rubbing alcohol to clean jewelry as this may cause tarnishing</li>
</ul>
",,,,,,,,,,,,,,,,,
product_37694e27-67c5-d190-edcd-7b1fa7d9cad0,Product,PlayBoy Bunny Belly Piercing,<p>entire piece is nickel free.</p>,a879b4_851520c528bc429599f319166550c9fc;a879b4_667aeab4c88d447bae52e6e7046203b4~mv2.png,Belly Piercing,,New Arrival,10,,TRUE,PERCENT,0,9,0,,,,,,,,,,,,,,,,,,,Care Instructions,"<p>Jewelry Care: Clean with antibacterial soap and warm water</p>

<p>Piercing Care: Clean with H2Ocean Aftercare Spray (sold separately) or saline solution</p>

<ul>
	<li>Note: Do not use rubbing alcohol to clean jewelry as this may cause tarnishing</li>
</ul>
",,,,,,,,,,,,,,,,,
product_aa9749ee-a9d5-83a8-97ce-6a94d5eb7706,Product,Anchor Anklet,,,Anklets;Jewelry,,,2,,FALSE,PERCENT,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_43121a2b-0d55-6f09-f92e-58359c1fdcf3,Product,Heart & Infinity Anklet,,a879b4_2406cfd9bfb64d5585b6132dd3672143~mv2.png;a879b4_1fa64a75594343e68f4f868064b19dfa~mv2.png,Anklets;Jewelry,,,5,,FALSE,PERCENT,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_dc5fd92c-f9d6-dfbc-de57-d27cc5d2f3b4,Product,Pearl & Infinity,,,Anklets;Jewelry,,,4,,FALSE,PERCENT,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_77a279ce-7828-434c-12c3-883980cc8a37,Product,Polaroid Airpod Case 1st Gen,,a879b4_d6f114d6c1514aa6b53753e5079291a5~mv2.jpg,Airpods,,,9,,FALSE,PERCENT,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7a34a8e6-6eee-16ba-3e89-d194af4e0c31,Product,Taurus Necklace,,a879b4_69597e13859242b592e5ab911bc44329~mv2.jpg,Jewelry;Necklace,,,9,,FALSE,PERCENT,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0c99ce69-a0be-3d5c-4c0f-48fc8a4daae1,Product,Beauty,,,Lashes,,,8,,FALSE,PERCENT,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c3a94726-98ff-e9d5-1924-14a5ee6b1986,Product,Candy,,a879b4_7a1556cca7cf407296aa89378e7d0e3d~mv2.png;a879b4_bc83333c391e4a0bbfe1cecc5bb9ba64~mv2.png,Lashes,,,8,,TRUE,PERCENT,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f06c2700-6a93-2061-029d-fe3194fff885,Product,2002 Anklet,,a879b4_ea1b335a5bc74f05814269ecf89fa3d5~mv2.png,Anklets,,,6,,FALSE,PERCENT,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e02a12d0-2474-0733-a1a1-9d627bb836e5,Product,2003 Anklet,,a879b4_0e11170615374629b2294a37e376b7ea~mv2.png,Anklets,,,6,,FALSE,PERCENT,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8171d26e-0c64-cb2c-0d8f-2f5ed3eaf9e4,Product,2000 Anklet,,a879b4_c2fff4f3fdbc4c75abc2cc34755a5f44~mv2.png,Anklets,,,6,,FALSE,PERCENT,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_751da764-24fd-9980-fa10-dfda20449ed9,Product,2001 Anklet,,a879b4_65211bff85184430b85de054523f7560~mv2.png,Anklets,,,6,,FALSE,PERCENT,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9aaba5c2-9561-53b3-9f9b-c6339cfbde62,Product,Freedom Anklet,,a879b4_89f5f4322a11462c959529838a6c8065~mv2.jpg,Anklets,,,7,,TRUE,PERCENT,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_309eebe7-8353-f0bf-e995-9b89ccfba170,Product,Cute & Chic Croc Charm Bundle,<p>3-4 random croc charms</p>,a879b4_740993dfa2e84807b7341d59c18b5e76~mv2.png,Croc Charms,,,5,,TRUE,PERCENT,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_44e18ee8-606c-502a-e4b0-5a66d5b4b318,Product,Kid Croc Charm Bundle,,,Croc Charms,,,5,,FALSE,PERCENT,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0692371c-e7c3-3e2a-d48e-5a40a272331b,Product,Black Excellence BUNDLE,,,Croc Charms,,,6,,FALSE,PERCENT,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7dcb287e-1a23-d4a8-9821-e9e70b7b1aab,Product,Doll Face,,,Lashes,,,7,,FALSE,PERCENT,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7b4f56a5-7519-8266-906a-6edc321a5024,Product,Petty,,a879b4_40b593bfe2984466b3a94be7a6247fb2~mv2.png,Lashes,,,7,,TRUE,PERCENT,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0bfc19e3-d3f8-f713-c7f3-6cd72b78661b,Product,Good Vibes,,a879b4_4f980b358ad748ffa1d9f9fc4b0776bf~mv2.png;a879b4_e63de564db89450099a207bba771303f~mv2.png,Lashes,,,8,,TRUE,PERCENT,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c5ee1346-47a5-7df4-455a-661f02441afc,Product,SheEO,,a879b4_1bd2663e9f604bde9827f8ef7f1d6027~mv2.png,,,,7,,TRUE,PERCENT,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ce553d0d-726c-9528-0dbb-7beef3b6aae5,Product,Trailblazer,,,,,,8,,FALSE,PERCENT,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8fb1401b-39ee-e938-ed6e-8bbf0d5e0b0d,Product,Hustle,,a879b4_a213716ea3ad44fa87c2e79d3a556300~mv2.png,Lashes,,,7,,TRUE,PERCENT,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3d22f8dd-233f-7505-3cb2-2fe44a60d4b5,Product,Angel,,a879b4_e578212163704fc9942e88c9d598abc3~mv2.png,Lashes,,,7,,TRUE,PERCENT,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b163f5ed-aa5d-bba0-9a76-0c910ee3327a,Product,Silver Charm Bracelet,,,,,,8,,FALSE,PERCENT,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_136cb07e-3816-a348-4244-686467827b1f,Product,Gold Charm Bracelet,,,,,Silver,8,,FALSE,PERCENT,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_73b43d5e-97dc-eb8a-ff68-b16167310789,Product,Kid's Basic Bangle,,,,,Gold,6,,FALSE,PERCENT,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e4204c39-9ad9-d310-cbb8-fd6404d3477d,Product,Kid's Basic Bangle,,,,,Silver,6,,FALSE,PERCENT,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8fb40953-6675-0cf3-f98f-13ba5df951ae,Product,Basic Bangle,<p>Basic&nbsp;charm bangles with&nbsp;&nbsp;picked at RANDOM. Bangles will feature 4-5 charms.</p><p>&nbsp;</p><p>colors can be suggested and will be accommodated at sellers discretion depending on what is in stock.</p>,a879b4_2c20e57370864d53bf1d534fcf0622b4~mv2.png;a879b4_a5984e68a06d4feeb2388a5ed5608626,,,Silver,8,,TRUE,PERCENT,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cf3e3151-2653-b050-ae74-6bb1845e01fc,Product,Basic Bangle,<p>Basic Charm bangles with 4-5 charms</p>,a879b4_94d8f695c73b4ec7aca93c54725b9d1f~mv2.jpg;a879b4_5730baaf1af9462991321846d474ef96,,,Gold,8,,TRUE,PERCENT,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f18c804b-4879-a463-75e6-f0b0ae3e2022,Product,Lux Bangle,,a879b4_28826efdd616468aab10ac3a109ab0a5~mv2.png;a879b4_5fcefa151f044328bc47d60c6db28f88,,,Silver,10,,TRUE,PERCENT,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cbb0e5bc-2d36-75ca-c5c2-81616876b3bb,Product,Lux Bangles,<p>Desiner inspired charm bangles. Charms picked at RANDOM. Bangles will feature 1-3 lux charms and regular mixed charms.</p><p>&nbsp;</p><p>colors can be suggested and will be accommodated at sellers discretion depending on what is in stock.</p>,a879b4_7d9c59afe6794baa8ca2ff49fe1d5793~mv2.png;a879b4_1a37ebbcdaa6417d9b8c23ce11a6d2f5,,,Gold,10,,TRUE,PERCENT,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
